Tweet_ID,Date,User,Query,Tweet,Likes,Retweets,URL,Polarity,Sentiment
1856356023436529827,2024-11-12 15:19:00+00:00,1475709313264103427,hospital experience,"@amerix Which software  do you use to store your records and retrieve for EMR and history of patients .
At https://t.co/GRsjTAfjrQ  we have experience in vast and robust hospital management systems.",0,0,https://twitter.com/user/status/1856356023436529827,0.0,Neutral
1856354339935195204,2024-11-12 15:12:18+00:00,1323749278242738178,hospital experience,"RT @APTUK1: Still time to register to hear Hélio Fazenda, Chief Pharmacy Technician in Aseptic Services at King’s College Hospital, share h…",0,0,https://twitter.com/user/status/1856354339935195204,0.0,Neutral
1856353352302399739,2024-11-12 15:08:23+00:00,41723359,hospital experience,"@ykramerezha @drmoneymatters @GlyphOkieMD @mass_marion @Free2CareHC @PPA_USA @notaproviderMD @realdocspeaks @3girlsmommd @contrarian4data @LeahHoustonMD @j_toomey1 @sonodoc99 @DrJBhattacharya @GallaherCaren @RussReiss @RupaliChadhaMD @eric_novack @LighthouseDPC You are so terribly wrong here. From real life experience, working with a group of physicians to build, equip and staff a successful 78-bed hospital, I can tell you without reservation, that physicians are more than capable. Otherwise, why did the ACA place restrictions on them?",2,0,https://twitter.com/user/status/1856353352302399739,0.22999999999999998,Positive
1856353010059706608,2024-11-12 15:07:01+00:00,337187820,hospital experience,"RT @AramideOyekunle: Quality Assurance Officer at Capitol Hill Hospital

Location: Warri, Delta
Employment Type: Full-time

Bachelor's degr…",0,3,https://twitter.com/user/status/1856353010059706608,0.0,Neutral
1856352205084971293,2024-11-12 15:03:49+00:00,427758321,hospital experience,"RT @MindrayGlobal: What is your dream children's hospital look like? Alex, who was diagnosed with congenital heart disease, shared his expe…",0,13,https://twitter.com/user/status/1856352205084971293,0.0,Neutral
1856352027640463369,2024-11-12 15:03:07+00:00,1648778970031161350,hospital experience,"@ChaskaDaisy @Sassafrass_84 @FreeAndWhiskey Sorry, should have said not always true. Didn't mean to imply your experience not true. I'm glad it worked out for you. I've had other hospital bills that went fine with payments, one that was written off. I was just mad abt paying and being sent to collections.",1,0,https://twitter.com/user/status/1856352027640463369,-0.05885416666666666,Negative
1856351373949886567,2024-11-12 15:00:31+00:00,276910618,hospital experience,"@AlexanderHorne1 @BarbaraRich_law @kimleadbeater I’ve direct experience of Drs falsely/ illegally filling out RESPECT forms and DNRs, against patients wishes.  Saying patient agreed when did not. Thankfully my mother is still alive +well. But if I hadn’t watched hospital like a hawk, she wouldn’t be. I don’t trust this Bill!",0,0,https://twitter.com/user/status/1856351373949886567,-0.09166666666666667,Negative
1856351333076324780,2024-11-12 15:00:21+00:00,1763304043948994561,hospital experience,"CBYON's streamlined registration process leverages hospital-owned equipment for image acquisition, enabling seamless integration with CBYON’s technology.

Experience the future of surgical navigation.

https://t.co/zWsM2MK7Cj

#CBYON #SurgicalInnovation #ImageRegistration #OArm",0,0,https://twitter.com/user/status/1856351333076324780,0.05,Positive
1856351278827192418,2024-11-12 15:00:08+00:00,1214550080260378624,hospital experience,"Our credit card-sized reasonable adjustment cards can help support a more positive hospital experience for our patients. 

Fill out an application to request one here: https://t.co/vmW0rr2pMF https://t.co/8D0bpUTLHw",0,0,https://twitter.com/user/status/1856351278827192418,0.3090909090909091,Positive
1856351070869463343,2024-11-12 14:59:19+00:00,3871331249,hospital experience,"RT @NiSibeal: @johnsweeneyroar @cjsnowdon …he went downhill fast &amp; they almost lost him during the 4 days he was in the NICU.

Hospital acq…",0,1,https://twitter.com/user/status/1856351070869463343,0.2,Positive
